#DMe S logL Z DMi DMh DMs dnu thres
1.364302489912381873e+02 2.565919294093198300e+00 4.233019915891426876e+01 1.527118470165376163e-01 1.271330291932305130e+02 9.831118788818908882e+00 8.858966166612414206e-01 1.000000000000000000e+03 1.000000000000000000e+00
1.669033643770843128e+03 2.158213146812096639e+00 4.276666631452226852e+01 2.630393411450769880e-01 2.234083029272601095e+02 1.783389907164487568e+03 4.249177087721913892e+01 1.000000000000000000e+03 1.000000000000000000e+00
3.005910833204363826e+02 2.569788131211169002e+00 4.307826290804079150e+01 3.350435020600053271e-01 2.876586674233114991e+02 1.482586365323149380e+01 2.439474156162630081e+00 1.000000000000000000e+03 1.000000000000000000e+00
2.325862842210566669e+03 1.342479371884071737e+00 4.291499778819508037e+01 3.244707088858527211e-01 2.781611818408649697e+02 2.706831120523749178e+03 5.289749172847435510e+00 1.000000000000000000e+03 1.000000000000000000e+00
3.939680163790242204e+02 1.859392253127531092e+00 4.284737536560611204e+01 2.800630474240553003e-01 2.385138386395630050e+02 1.583752391956050758e+02 4.061590929637034009e+01 1.000000000000000000e+03 1.000000000000000000e+00
2.402398848101120734e+02 1.050210764754481829e+00 4.223261897535106613e+01 1.969107652994848134e-01 1.653403917342430134e+02 6.057528630297649386e+01 2.907272327500538722e+01 1.000000000000000000e+03 1.000000000000000000e+00
2.519874362621865487e+02 1.075684793808373785e+00 4.251124543949868695e+01 2.562034309275115218e-01 2.173679002987994693e+02 1.342910735271640021e+01 3.006007250160882549e+01 1.000000000000000000e+03 1.000000000000000000e+00
6.052935441389081461e+02 1.548412318211619176e+00 4.262388816993096441e+01 2.734251853722445835e-01 2.326239072325118968e+02 4.651435842561014056e+02 9.423317204033265782e+00 1.000000000000000000e+03 1.000000000000000000e+00
4.423687918485989599e+02 1.751566008901511706e+00 4.338003945153211305e+01 4.760283394248486788e-01 4.155436045047932794e+02 3.576995924895843615e+01 3.824777480879559821e+00 1.000000000000000000e+03 1.000000000000000000e+00
3.339172094745203481e+02 2.115854720611567075e+01 4.331625584626769410e+01 1.754085921447043894e-01 1.466860246201862310e+02 1.718881614109129430e+02 4.818498198430480528e+01 1.000000000000000000e+03 1.000000000000000000e+00
4.572536941332008382e+02 1.084952865991813287e+00 4.281692997897451392e+01 3.061809686380482232e-01 2.617943237272606325e+02 2.204342870497867466e+02 3.487102271642733342e+01 1.000000000000000000e+03 1.000000000000000000e+00
7.669288557966739290e+02 1.117823599929366862e+00 4.350016735239480425e+01 7.164683403818735696e-01 6.363550428569589030e+02 1.886481485321172329e+02 3.547766746184856146e+01 1.000000000000000000e+03 1.000000000000000000e+00
4.185947986829463616e+02 2.367590790891149766e+00 4.311941714307310747e+01 3.702979067866125629e-01 3.194098887271257468e+02 9.914592665705971797e+01 3.676694784021994877e+01 1.000000000000000000e+03 1.000000000000000000e+00
2.579069425067349925e+02 1.639984652264914411e+00 4.243915549798433062e+01 2.249241888461439576e-01 1.898195752957832667e+02 8.129649418365544022e+01 2.105368867889134687e+00 1.000000000000000000e+03 1.000000000000000000e+00
2.439532612140835397e+02 4.005988318616741317e+00 4.295814781803811400e+01 2.183968884196595406e-01 1.840996207936827602e+02 6.483532836453154857e+01 8.090160884273927877e+00 1.000000000000000000e+03 1.000000000000000000e+00
4.979075130097157285e+02 1.102410594507053476e+00 4.319486320613333419e+01 5.087152114553952220e-01 4.454535873661150163e+02 3.899553002278761937e+01 4.014250549626302700e+01 1.000000000000000000e+03 1.000000000000000000e+00
3.023525472675568153e+02 1.926612540648420246e+00 4.282484452728005664e+01 3.137110114939450911e-01 2.685313988633470217e+02 1.885315996728428090e+01 2.557805511269695842e+01 1.000000000000000000e+03 1.000000000000000000e+00
8.949303268704435368e+02 1.924389374334075864e+00 4.284888549811674352e+01 2.823590283619429320e-01 2.405530436459727355e+02 8.181752889029255584e+02 2.097132819493481293e+01 1.000000000000000000e+03 1.000000000000000000e+00
3.169069554861710003e+02 1.494120938637258034e+00 4.277304512867439001e+01 2.552936755362544829e-01 2.165640210144010780e+02 9.481204659858991590e+01 3.114780442857168907e+01 1.000000000000000000e+03 1.000000000000000000e+00
4.645859382008109151e+02 1.316490087559367028e+00 4.325437104295080104e+01 5.035456041251177295e-01 4.407183477022977627e+02 2.906414954061337497e+01 6.821861234484516423e+00 1.000000000000000000e+03 1.000000000000000000e+00
3.508958239234157190e+02 1.824240286738473493e+00 4.282720217427363707e+01 3.150685278097014042e-01 2.697459589385996424e+02 9.376304434940193744e+01 1.295458912813621311e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.256127253789618408e+02 2.613591086456740342e+01 4.297895342421075071e+01 9.217997742992156684e-02 7.574880524199137710e+01 6.597975540732400113e+00 4.786239962903142242e+01 1.000000000000000000e+03 1.000000000000000000e+00
6.398832803175124354e+03 2.824055873947872275e+00 4.290329659159947084e+01 2.799571077476202818e-01 2.384198358683971151e+02 7.856182962419654359e+03 2.888140174519831405e+01 1.000000000000000000e+03 1.000000000000000000e+00
6.581183266087616630e+02 1.224150991736506100e+00 4.325008591830685134e+01 4.774245299412233079e-01 4.168193927398907022e+02 3.216376645080540584e+02 3.486329943848097912e+01 1.000000000000000000e+03 1.000000000000000000e+00
3.719814936239048393e+02 2.057442232957182426e+00 4.330681784820473723e+01 3.891318085518132852e-01 3.364530092313860905e+02 2.990583725239811841e+01 1.944791052688631439e+01 1.000000000000000000e+03 1.000000000000000000e+00
4.173879964248992565e+02 4.525096694645830198e+00 4.344317553735247373e+01 3.626798147163564634e-01 3.125399624445989843e+02 9.745070409299434289e+01 4.542359542465550248e+01 1.000000000000000000e+03 1.000000000000000000e+00
3.013094658497259388e+02 1.702165133388277907e+00 4.257751778649367935e+01 2.380092394003509026e-01 2.013185665349506905e+02 9.559355391867681817e+01 2.819610328896516194e+01 1.000000000000000000e+03 1.000000000000000000e+00
4.905131483705246183e+02 1.204669554524962383e+00 4.254606230302879055e+01 2.631182360274004761e-01 2.234783082153522002e+02 3.011834576925213582e+02 3.611311856213879423e+01 1.000000000000000000e+03 1.000000000000000000e+00
2.059854541633860379e+02 2.865194691186849774e+00 4.257907379977055484e+01 2.023105620184219022e-01 1.700439297798318137e+02 7.626348019934055422e+00 3.558652636145584580e+01 1.000000000000000000e+03 1.000000000000000000e+00
8.824348161786382434e+02 1.079301705848691784e+00 4.360830052127919032e+01 6.781401023133240002e-01 6.011173326898641562e+02 4.720088551049653347e+02 8.129541941285234330e-02 1.000000000000000000e+03 1.000000000000000000e+00
2.047204055130036409e+02 1.196739569483461274e+00 4.230196418998762908e+01 1.865173267188278139e-01 1.563057789080924067e+02 3.109762908548435334e+01 2.634716424786516242e+01 1.000000000000000000e+03 1.000000000000000000e+00
4.576833940704723886e+02 1.039510007920447565e+00 4.310515000962283239e+01 4.753088028830244616e-01 4.148861181202231592e+02 3.297746668942752279e+01 3.016173125938911781e+01 1.000000000000000000e+03 1.000000000000000000e+00
5.199716906480224452e+02 1.949135208132419583e+00 4.217418905835754828e+01 1.553984114170350317e-01 1.294418628631697459e+02 4.208899081586408784e+02 3.032763447494621900e+01 1.000000000000000000e+03 1.000000000000000000e+00
4.409006090459120060e+02 1.579186871396051073e+00 4.304284344239928117e+01 4.130544576831390868e-01 3.581533248434253665e+02 1.113481482175926089e+02 5.578270585904715695e+00 1.000000000000000000e+03 1.000000000000000000e+00
1.950603472336560458e+02 4.174943052461478565e+00 4.266708782836666813e+01 1.772533852487134798e-01 1.482833735268291946e+02 4.339341026897636056e+01 1.167494037907562188e+01 1.000000000000000000e+03 1.000000000000000000e+00
5.502404600383026718e+02 1.327997399610244988e+00 4.245190280272176153e+01 1.985378798884953611e-01 1.667547793039977932e+02 4.535039442211494247e+02 6.118170533740851624e+00 1.000000000000000000e+03 1.000000000000000000e+00
1.535716107676058982e+03 1.058394809612662524e+00 4.261452085775895426e+01 2.644565653198902577e-01 2.246658393317395337e+02 1.622295182919570152e+03 3.547093635280831592e+01 1.000000000000000000e+03 1.000000000000000000e+00
2.874240768339073497e+02 4.352085494364132501e+00 4.266053566156698196e+01 1.814435672831737900e-01 1.519115216789630836e+02 1.359095073779365919e+02 2.419092919597862590e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.886158214200190173e+02 2.629643413881475045e+00 4.189568548351637389e+01 9.186098101935369353e-02 7.548139694069632810e+01 1.030127201197340980e+02 2.051434357931917063e+01 1.000000000000000000e+03 1.000000000000000000e+00
3.629538834097231756e+02 1.164118103095376888e+00 4.246491290176205524e+01 2.734091380210114108e-01 2.326096680396377110e+02 1.352405632011420948e+02 3.074095173930357916e+01 1.000000000000000000e+03 1.000000000000000000e+00
5.127941227123542376e+02 1.461250048011085267e+00 4.331683024916470970e+01 5.511371762000243368e-01 4.843578852947392761e+02 3.644845290755536382e+01 7.660052102157305143e+00 1.000000000000000000e+03 1.000000000000000000e+00
6.893105203918657935e+02 2.532948615916408297e+00 4.345728636310006010e+01 3.983059057307861694e-01 3.447574491375319212e+02 4.559785453342549317e+02 2.581204903836058051e+01 1.000000000000000000e+03 1.000000000000000000e+00
2.452555899861673083e+02 7.927241103494069741e+00 4.324962027219700644e+01 2.170215916385331845e-01 1.828944311285940785e+02 3.055622097823997052e+01 4.533865583102720365e+01 1.000000000000000000e+03 1.000000000000000000e+00
