#DMe S logL Z DMi DMh DMs dnu thres
1.392123800855976469e+03 1.708136367281446466e+00 4.449334808911475392e+01 1.491326012006544133e+00 1.328342922709662616e+03 1.287693085566436366e+02 3.012965223788796010e+01 1.000000000000000000e+03 1.000000000000000000e+00
9.581870718953038022e+02 2.079105670425637875e+00 4.431138645325949454e+01 1.026889868507740555e+00 9.194778463380529274e+02 5.281913594384875665e+01 2.564020115592399662e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.167739681289936698e+03 2.544784388357286709e+00 4.441113272355597275e+01 1.237841921599789119e+00 1.107775765125923954e+03 9.394594368359574332e+01 4.024382169152719513e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.558767642700109491e+03 1.347934799927371419e+00 4.467850501713090949e+01 1.681633306436124187e+00 1.489428874936138982e+03 1.791417611790597562e+02 6.799387884043056829e+00 1.000000000000000000e+03 1.000000000000000000e+00
1.326404246484778014e+03 3.621264629591282258e+00 4.448770470892232964e+01 1.082889846617157037e+00 9.698443925303661217e+02 7.275835870068350459e+02 1.509131250610570874e+01 1.000000000000000000e+03 1.000000000000000000e+00
9.604556645595629334e+02 4.792853871168968105e+00 4.431611157738318241e+01 9.014536283408147721e-01 8.057550332005423570e+02 2.776990183378399593e+02 1.645705846638455583e+01 1.000000000000000000e+03 1.000000000000000000e+00
8.248557450365117347e+02 1.034412142864063133e+00 4.391100222355346716e+01 8.839828986486671925e-01 7.898160007693323905e+02 6.387729441531317320e+01 2.136984557075422231e+00 1.000000000000000000e+03 1.000000000000000000e+00
9.042680690459884545e+02 2.426706092523753799e+00 4.429934755705494354e+01 8.914162799333941178e-01 7.965976811832915701e+02 1.921372831838949651e+02 1.151224128635283606e+01 1.000000000000000000e+03 1.000000000000000000e+00
2.691624311361324089e+03 1.240420446804042953e+01 4.464375714580412335e+01 8.079802748332103324e-01 7.203414016368791408e+02 3.534345665721315527e+03 2.969495117629663028e+01 1.000000000000000000e+03 1.000000000000000000e+00
8.500257514235925100e+02 7.813682220662285793e+00 4.444176379030525226e+01 6.464492006380950784e-01 5.719685484607573471e+02 4.462317737960087243e+02 1.157528575381571656e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.225483894997020116e+03 2.079688828524022259e+00 4.464756003286141350e+01 1.338228539396812966e+00 1.195889553719473042e+03 4.083424888312944034e+01 2.836408449668014597e+01 1.000000000000000000e+03 1.000000000000000000e+00
8.466422626731759919e+02 1.184418814707692169e+00 4.388980492601253758e+01 9.158553648778263723e-01 8.188785200224465370e+02 3.161195123878031410e+01 2.157936406770699733e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.914678540267365634e+03 1.312930559839738276e+00 4.467284514420846619e+01 2.130200168006031181e+00 1.853853867904485014e+03 1.511936523130604542e+02 3.919974733614015605e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.202652503763104505e+03 1.161828563580902696e+00 4.410608640686760396e+01 1.248075893703542327e+00 1.116804370096783487e+03 1.653867552172651756e+02 2.760636459743059490e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.201247758980732669e+03 2.583152841599996474e+00 4.470478281278727195e+01 1.298641319268918570e+00 1.161320752817668108e+03 5.304350511440393490e+01 3.873436100672088145e+01 1.000000000000000000e+03 1.000000000000000000e+00
2.145736939846618498e+03 1.102353293199649142e+00 4.484962281828538977e+01 2.478179939724804548e+00 2.122585295024987772e+03 3.973998903904809055e+01 4.078559755118095609e+01 1.000000000000000000e+03 1.000000000000000000e+00
7.624140014777232182e+02 5.614418120168086723e+00 4.423852365025845046e+01 7.714782010986612759e-01 6.868736685163777338e+02 1.026599332451051083e+02 3.115811989965316897e+01 1.000000000000000000e+03 1.000000000000000000e+00
8.090067207214208338e+02 1.499161071449598426e+00 4.383961168683205045e+01 8.667248059752390432e-01 7.740709630021781322e+02 4.846473380043888568e+01 1.675071174961233567e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.080877952235799057e+03 2.345583138503264831e+00 4.418371968426602336e+01 1.021738863373508277e+00 9.148252472783824487e+02 2.871000794300003918e+02 4.861512755070363312e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.027375583455743481e+03 2.622423475417857475e+00 4.413447429139543488e+01 9.095688399721447714e-01 8.131587663964169224e+02 3.981662649425999234e+02 1.089549391190330319e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.491540547541846990e+03 1.701524174112556631e+00 4.421532494298018889e+01 1.145983030680724823e+00 1.026285611527097899e+03 9.611621946413985142e+02 3.726700298669930334e+01 1.000000000000000000e+03 1.000000000000000000e+00
2.064645955917547326e+03 1.308095375988916231e+00 4.476806153324253046e+01 2.314728722399897354e+00 1.997785195683323991e+03 1.980765752820784655e+02 2.354870706779518130e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.353292029936101471e+03 1.167440261265016543e+00 4.442985530084986578e+01 1.430541830951756577e+00 1.276001566103734604e+03 1.773490962426962483e+02 1.050860923553512194e+01 1.000000000000000000e+03 1.000000000000000000e+00
8.029514629126863383e+02 1.650806622611975971e+00 4.407902091900216845e+01 8.465579237759124354e-01 7.556577977879201171e+02 5.114728495767835170e+01 3.618320712286329410e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.646778543412769409e+02 6.824652914947935187e+02 4.465983713239005937e+01 1.386138011001574188e-01 1.150639754745545247e+02 5.452156531594011568e+01 1.969481887821455945e+00 1.000000000000000000e+03 1.000000000000000000e+00
1.646309607419847680e+03 2.002257077516852668e+00 4.468023951527722204e+01 1.386000345519936783e+00 1.237549536364856067e+03 9.702112563571190549e+02 5.090414414844862456e+00 1.000000000000000000e+03 1.000000000000000000e+00
7.542243581253569573e+02 3.039608979988660309e+00 4.408316760856424565e+01 8.094427455708650410e-01 7.216802389519016288e+02 4.262193764941022778e+01 1.626478269999222093e+01 1.000000000000000000e+03 1.000000000000000000e+00
